Long,Lat,globalid,CreationDa,Creator,EditDate,Editor,current_st,species,height,canopy_spr,canopy_s_1,canopy_cov,staining,diameter_b,multiple_d,multidbh_e,d_holes,tree_tag,comment_1,comments_2
-118.3969,34.61327529,f37f1b13-c3ff-4419-9c04-d69538752be3,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-14 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,35,25,30,15,No,14,Yes,14.3,100,1922,Bark cracking 2 trunks dead,Outside fence area
-118.4135978,34.6189629,6dd36046-0994-44e9-af82-9ecb63817085,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,30,30,35,50,No,27,No,0,0,0,,
-118.4139391,34.61893868,c4581063-115c-4929-955c-ca6bf0b5386a,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,40,40,30,60,No,23.4,Yes,0,5,0,,
-118.4137879,34.61910272,05f7c948-378b-4496-b9fc-8cfb370110a4,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,55,45,50,40,No,26.1,,0,9,0,,
-118.4138425,34.61912842,809b5d85-e66f-4f40-ae37-5aa46a4a8b0a,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-20 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Dead,Quercus_Agrifolia,45,40,50,0,No,40,Yes,0,100,1935,Very diificult removal,Over 4”0 in in duh buildings under tree
-118.4188347,34.61707399,32ea072e-fe50-432a-985d-e4c69c7b8bba,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-14 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Dead,Quercus_Agrifolia,50,50,60,70,Yes,38.2,Yes,0,30,1907,,
-118.4191814,34.61918078,dc1b7009-c7cf-4ac9-952d-b2b6edb986fc,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-20 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Dead,Quercus_Agrifolia,35,30,20,0,Yes,26,No,0,50,1926,Permission to remove,
-118.4191669,34.61923621,3066b4fa-6382-4c39-8e0f-bbbb0d7991d5,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-20 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,15,5,10,20,No,8,,0,50,1927,,
-118.4192303,34.61932218,8d19cdf1-9b67-43ba-9b6e-4480218b1118,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-20 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,30,20,15,20,No,20.1,No,0,27,1928,,
-118.3968495,34.61465576,8a30da36-a74a-447c-87db-7f5d4218dbb3,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-14 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,35,20,30,50,Yes,27.2,,0,9,1917,,
-118.3969402,34.6145559,4e2daea5-a79c-4aab-a518-ebeef21d4e1b,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,40,25,30,340,Yes,28.8,,0,2,0,,
-118.3968885,34.61444893,35db3cf9-08dc-4fb4-b639-6fcf441d1552,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,45,50,40,85,No,29.3,,0,0,0,,
-118.3966604,34.61441605,901ee665-6cf8-4fe6-b008-446d99401cce,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,50,30,40,70,,25.5,,0,13,0,,
-118.3966844,34.61431058,a56ce6ac-267a-4683-97af-9bd86f1cc19d,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,,35,20,20,40,No,18.1,,0,9,0,,
-118.3966752,34.61430743,aba1a4b6-83d2-4ff6-9c1c-f78901558281,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,40,20,15,35,No,18.2,,0,0,0,,
-118.3965669,34.61446788,f03a884b-6939-4e7b-9bdf-162e79122d62,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-16 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,45,35,40,50,No,23.5,Yes,0,0,0,,
-118.3965095,34.61433608,30a355d0-9ee7-4391-bba8-29d2e4dcd5bd,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,40,40,35,60,No,0,,0,15,0,,
-118.396438,34.61165336,52a91fd5-c4bb-4ca5-9712-a7e48876fa28,2021-09-15 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-20 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,30,35,25,40,Yes,17,Yes,16.1,20,1944,"Chipping bark, cracks",
-118.3964748,34.61175975,b774dd3f-3965-42b7-b186-690d8a7f0033,2021-09-16 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-20 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,25,20,25,30,No,14,No,0,9,1946,,
-118.3964466,34.61176858,a636abc7-36ee-410d-bbb0-0d3bfd73c07b,2021-09-16 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-20 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,20,15,20,35,No,16,No,0,11,1945,,
-118.4121109,34.6225077,5a822f72-025c-4216-a6d0-85957ffd4ef4,2021-09-16 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-16 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,50,35,25,40,No,0,No,0,25,0,,
-118.3966037,34.61450833,67671b48-f75e-4f9d-b21c-34a5293e5f37,2021-09-16 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-14 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,45,20,30,50,,0,,0,17,1918,,
-118.396064,34.61767671,ba2b923a-3dd1-4680-aab6-fec1f9790202,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-22 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Dead,Quercus_Agrifolia,35,40,45,0,No,27.7,,0,100,1974,,
-118.3948654,34.61642524,9d631216-fedc-4493-afc2-4f93cae5967a,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-22 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,40,45,50,0,No,28.9,,0,50,1975,,
-118.3960473,34.61760895,5ed810e0-e02e-4c40-a532-1e5bc055293b,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-22 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Dead,Quercus_Agrifolia,50,40,35,35,No,47.8,Yes,20,100,1973,,
-118.3909638,34.61914066,9ffb8893-f5fd-4a74-b074-1fd2ed605ce0,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,60,60,65,55,Yes,54.7,No,0,25,0,,
-118.3977531,34.61338221,21e13960-09c8-4cac-af18-2bcbbb1555f4,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,55,35,40,45,No,18,Yes,0,25,0,,
-118.3977077,34.61335732,7e81a461-d3a3-41e3-ab49-8efa0dc217ba,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,45,45,40,30,No,0,,0,6,0,,
-118.397637,34.61324743,f98393c8-1d1d-4a1c-ad16-53b37f48750e,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,45,30,35,40,No,0,,0,20,0,,
-118.3975344,34.61341968,6ffa200d-20ba-4443-af7b-ee160d2baf11,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,45,30,20,35,Yes,25,,0,25,4586,,
-118.3974446,34.61349197,ea3a0640-5548-40eb-bac1-e93ee26a9b4e,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,40,35,40,40,Yes,0,No,0,5,0,,
-118.3974933,34.61341641,75fb0fdc-424d-48f6-8517-ad63c24ed4e1,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,25,20,15,25,Yes,0,No,0,10,0,,
-118.3972935,34.6135638,a462b4cb-680f-45ed-ac81-15a07484ac79,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-14 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,50,40,50,50,Yes,24.2,Yes,22.5,20,1919,,
-118.4120248,34.61964936,fdeaf2f9-2042-4a84-b36e-d9c20d9ca690,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,30,30,35,35,No,22.5,,0,4,0,,
-118.4120173,34.61973473,6fe393c2-e847-4c15-a75b-0dc52523aa41,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,30,30,20,75,No,9.5,No,0,0,0,,
-118.4119887,34.61985128,2b73ba8f-b326-4abf-b0bf-abb64c691a3c,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,30,35,35,80,No,14.4,Yes,0,0,0,,
-118.4120518,34.61987073,7cdbfc3c-e523-44cf-935c-1b7b50a9aa5d,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-27 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,,30,30,25,35,Yes,13.3,Yes,14.2,15,1969,Chipping bark,
-118.4121199,34.61985317,a6b05fab-67a5-48bf-9fb9-7eeb38b265a3,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,40,35,40,75,Yes,24,No,0,8,0,,
-118.4119378,34.61996037,e9515925-985e-4cd8-9fc2-173ea0d68b1f,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-27 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,35,30,25,75,No,18.2,No,0,10,1970,,
-118.4119669,34.61991938,bc1c6f34-da70-4cc3-96e7-c15aa14aaf7e,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,25,20,20,70,Yes,13,No,0,3,0,,
-118.4117045,34.61902137,a5d085f8-6425-4288-b00c-270956070af2,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-20 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,60,55,60,45,,21.2,Yes,19.2,25,1957,High difficult removal,
-118.4129106,34.62162254,aa32f1c4-0347-419e-913a-e113502ab680,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,60,45,50,80,No,21,Yes,19.4,5,0,,
-118.4128251,34.62158948,68947860-8ec2-4585-b898-4cf08929a3a6,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,30,25,0,45,No,14.7,No,0,0,0,,
-118.4127602,34.62157686,49950d8e-e3c8-4071-ad78-9eca31224a99,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,35,35,30,75,No,15.1,Yes,0,0,0,,
-118.4128009,34.6215619,98d5bac3-ee8b-4fe2-bc97-3fdf402d9aa5,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,40,35,40,40,No,34.7,Yes,0,2,0,,
-118.4128943,34.62143433,331f47be-eb06-4a5d-b4a8-4fa6f33bf4be,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,30,20,25,50,No,23,,0,6,0,,
-118.4129961,34.62141719,bb5ceea3-c3e7-4858-bf0e-dd68fa84d640,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-27 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,50,50,45,75,Yes,21.6,Yes,0,26,1968,,
-118.4130398,34.62132218,38e969ab-ef82-44bd-b829-8426642e7dfe,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,35,25,30,45,No,17.3,Yes,0,7,0,,
-118.4128292,34.62110651,2fb0ab95-64c0-4656-af4a-b5e5462b9b91,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4128019,34.62112344,7b1a0b8b-cc35-445e-af4a-805cc0f726ab,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4128549,34.62107034,bb46b72c-7216-49db-b23e-1c88f3883171,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4077189,34.61785597,e0ec1a3c-04fb-45ae-8a66-f90db265a753,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-20 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,40,30,24,65,Yes,23,,0,30,1955,,
-118.4077011,34.61788367,721a51f1-49fb-4672-8c7d-235a9bbe358f,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-20 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,25,20,15,30,No,18.3,,0,27,1956,Bark chipping away. Other truck  20 d hole,
-118.4076948,34.61800445,dbc50ac1-8889-4696-b90e-1bf2e5f07aaa,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4077865,34.61802491,958afd7a-b04e-440a-abbe-e810165e92f7,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4077788,34.61802847,50d6da14-8b17-4973-b70d-f34293ce3469,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4075633,34.61808341,4796f07e-a3fa-4ec7-abed-89225ac2b067,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,40,35,30,50,Yes,0,,0,0,0,,
-118.4075733,34.61798233,33181eac-0f5c-4448-aed6-03169e9c1cb1,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.407613,34.61791628,e1f6387f-706c-4936-8b9c-fcb6425d69ca,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4117779,34.62334854,52cb3b44-08c0-4899-a5e5-db4bb7d27f03,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-27 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Dead,Quercus_Agrifolia,65,40,60,10,No,28.4,,0,100,1959,,
-118.4118713,34.62326716,b0fb15e7-3029-4337-831c-141e52196757,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,40,40,35,35,No,25.3,,0,27,0,,
-118.4118142,34.62329578,f158bc7d-e586-4047-965d-250425182ddc,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-27 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,50,35,40,35,No,18.4,No,0,15,1960,,
-118.4118552,34.62344427,b3fd2a7b-354f-4599-bb9d-22cadc49f5a0,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,45,20,50,30,No,14.5,No,0,16,0,,
-118.4116598,34.62325647,0ebd2cc9-c116-4760-9d7c-a3339ad0a60a,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,45,30,20,30,No,20.4,,0,5,0,,
-118.4117035,34.62320941,52e5c3da-9e2d-497f-982a-22f857165162,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-27 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_To_be_removed,Quercus_Agrifolia,50,30,40,20,Yes,19.3,,0,45,1961,Bark chipping,
-118.4117759,34.62293502,7229999e-dd48-4f79-ba62-0b43115b4d46,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,50,30,40,40,Yes,24.2,No,0,5,0,Chipping bark slightly,
-118.4118109,34.62320505,916ef0ae-affc-4cdd-a524-2758d568f856,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,30,30,25,40,No,12.7,,0,0,0,,
-118.4116963,34.62313309,73ef2e29-fb44-4b0c-a250-516a24a0fabf,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-10-27 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Dead,Quercus_Agrifolia,30,20,15,0,No,10.6,No,0,20,1962,,
-118.4117773,34.62311616,f6783226-aed0-4065-a5af-398530703f11,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,Quercus_Agrifolia,0,0,0,0,,0,,0,0,0,,
-118.4117134,34.62314801,b24d2bd3-8123-4156-abe8-ac5a2b715952,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,30,20,15,20,Yes,13.5,,0,4,0,,
-118.4117785,34.62308787,add14ca9-d020-45b3-b1b0-f5e951c8a85a,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,2,0,,
-118.4118338,34.62311272,d7b519bf-3284-4d9c-bdef-08db215cb4e0,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4118378,34.62310518,4cd38e59-69a0-4b13-b027-919be7a51259,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4119191,34.62301914,3fcac4cc-83d4-4003-ae69-c5618237ce53,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,7,0,,
-118.4119017,34.62302844,15a67078-5e25-4dff-addb-80d9849971af,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4118942,34.6229644,bca5aadf-185c-466a-98c9-93e7fef0cb03,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4121479,34.62307039,bfcc2aad-432e-4334-b1fd-74ae754e984f,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4121431,34.6230437,01bdd64b-156d-4d5c-8284-555c125822bb,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,Yes,0,1,0,,
-118.4122031,34.62326192,50002c26-63ef-4e22-80fe-86b96169e567,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,5,0,,
-118.4120084,34.62333057,3f423ced-1ba0-4e71-a1dd-3de221862b86,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4119814,34.62340035,30c472b4-4338-4327-9bcb-8d6c0aefbb7c,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,3,0,,
-118.4118979,34.62339896,1fb0d9d8-c1a9-4551-b88d-7b506f59dd96,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,1,0,,
-118.4120346,34.62349493,7fa6ccc6-3e5f-407e-af61-9293fc92a339,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_to_be_monitored,Quercus_Agrifolia,55,30,35,30,No,29.5,,0,5,0,,
-118.4120453,34.62350244,cfaf1567-01c1-46f9-baf8-6eef19ad4aad,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4121292,34.62347868,65a02894-0a70-4fe0-8604-7ae981999a6a,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-21 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
-118.4049486,34.61687357,c369ee68-392f-48a7-974b-5b6051317bf1,2021-09-23 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,2021-09-23 0:00:00,Melissa.Valente@fire.lacounty.gov_lacounty,Inspected_No_Action,,0,0,0,0,,0,,0,0,0,,
